packet_count,byte_count,connection_count,packet_rate,byte_rate,avg_packet_size,unique_dst_ports,unique_dst_ips,proto_tcp_ratio,proto_udp_ratio,proto_icmp_ratio,mqtt_ratio,label
2.0,142.0,2.0,0.2,14.2,71.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
391.0,24690.0,391.0,39.1,2469.0,63.14578005115089,1.0,1.0,1.0,0.0,0.0,0.0,normal
18.0,7967.0,18.0,1.8,796.7,442.6111111111111,2.0,1.0,1.0,0.0,0.0,0.0,normal
10.0,6963.0,10.0,1.0,696.3,696.3,1.0,1.0,1.0,0.0,0.0,0.0,normal
12.0,3367.0,12.0,1.2,336.7,280.5833333333333,1.0,1.0,1.0,0.0,0.0,0.0,normal
15.0,16824.0,15.0,1.5,1682.4,1121.6,1.0,1.0,1.0,0.0,0.0,0.0,normal
12.0,3474.0,12.0,1.2,347.4,289.5,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,66.0,1.0,0.1,6.6,66.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
471.0,1068448.0,471.0,47.1,106844.8,2268.467091295117,2.0,13.0,0.9787685774946921,0.021231422505307854,0.0,0.0,normal
10.0,1905.0,10.0,1.0,190.5,190.5,10.0,1.0,0.0,1.0,0.0,0.0,normal
4.0,1310.0,4.0,0.4,131.0,327.5,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,142.0,2.0,0.2,14.2,71.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,178.0,1.0,0.1,17.8,178.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,132.0,2.0,0.2,13.2,66.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,108.0,2.0,0.2,10.8,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
8.0,674.0,8.0,0.8,67.4,84.25,1.0,1.0,1.0,0.0,0.0,0.0,normal
4.0,288.0,4.0,0.4,28.8,72.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
258.0,14996.0,258.0,25.8,1499.6,58.12403100775194,1.0,1.0,1.0,0.0,0.0,0.0,normal
217.0,12065.0,217.0,21.7,1206.5,55.59907834101382,2.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,54.0,1.0,0.1,5.4,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
9.0,2733.0,9.0,0.9,273.3,303.6666666666667,1.0,1.0,1.0,0.0,0.0,0.0,normal
145.0,345315.0,145.0,14.5,34531.5,2381.4827586206898,1.0,1.0,1.0,0.0,0.0,0.0,normal
484.0,1273816.0,484.0,48.4,127381.6,2631.8512396694214,1.0,12.0,1.0,0.0,0.0,0.0,normal
2.0,142.0,2.0,0.2,14.2,71.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,132.0,2.0,0.2,13.2,66.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,80.0,1.0,0.1,8.0,80.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
462.0,64022.0,462.0,46.2,6402.2,138.57575757575756,1.0,1.0,1.0,0.0,0.0,0.0,normal
619.0,41416.0,619.0,61.9,4141.6,66.90791599353797,3.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,93.0,1.0,0.1,9.3,93.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
22.0,6809.0,22.0,2.2,680.9,309.5,1.0,1.0,1.0,0.0,0.0,0.0,normal
723.0,3060788.0,723.0,72.3,306078.8,4233.455048409405,2.0,11.0,0.9972337482710927,0.0027662517289073307,0.0,0.0,normal
2.0,538.0,2.0,0.2,53.8,269.0,2.0,1.0,0.0,1.0,0.0,0.0,normal
1.0,54.0,1.0,0.1,5.4,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
5.0,3136.0,5.0,0.5,313.6,627.2,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,142.0,2.0,0.2,14.2,71.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
14.0,4172.0,14.0,1.4,417.2,298.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,178.0,1.0,0.1,17.8,178.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,132.0,2.0,0.2,13.2,66.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,54.0,1.0,0.1,5.4,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
8.0,4235.0,8.0,0.8,423.5,529.375,1.0,1.0,1.0,0.0,0.0,0.0,normal
907.0,52393.0,907.0,90.7,5239.3,57.7651598676957,3.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,54.0,1.0,0.1,5.4,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,54.0,1.0,0.1,5.4,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
9.0,5913.0,9.0,0.9,591.3,657.0,2.0,1.0,0.1111111111111111,0.8888888888888888,0.0,0.0,normal
5.0,1474.0,5.0,0.5,147.4,294.8,1.0,1.0,1.0,0.0,0.0,0.0,normal
536.0,2618772.0,536.0,53.6,261877.2,4885.768656716418,2.0,12.0,0.9850746268656716,0.014925373134328358,0.0,0.0,normal
18.0,5804.0,18.0,1.8,580.4,322.44444444444446,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,142.0,2.0,0.2,14.2,71.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,93.0,1.0,0.1,9.3,93.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,93.0,1.0,0.1,9.3,93.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,230.0,1.0,0.1,23.0,230.0,1.0,1.0,0.0,1.0,0.0,0.0,normal
781.0,49052.0,781.0,78.1,4905.2,62.80665813060179,2.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,54.0,1.0,0.1,5.4,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
3.0,237.0,3.0,0.3,23.7,79.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
615.0,2172676.0,615.0,61.5,217267.6,3532.806504065041,1.0,6.0,1.0,0.0,0.0,0.0,normal
2.0,142.0,2.0,0.2,14.2,71.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
15.0,1966.0,15.0,1.5,196.6,131.06666666666666,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,178.0,1.0,0.1,17.8,178.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,132.0,2.0,0.2,13.2,66.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
17.0,8891.0,17.0,1.7,889.1,523.0,3.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,687.0,2.0,0.2,68.7,343.5,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,390.0,1.0,0.1,39.0,390.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
24.0,9994.0,24.0,2.4,999.4,416.4166666666667,1.0,6.0,1.0,0.0,0.0,0.0,normal
3.0,239.0,3.0,0.3,23.9,79.66666666666667,1.0,1.0,1.0,0.0,0.0,0.0,normal
5.0,1648.0,5.0,0.5,164.8,329.6,1.0,1.0,1.0,0.0,0.0,0.0,normal
818.0,45074.0,818.0,81.8,4507.4,55.10268948655257,2.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,54.0,1.0,0.1,5.4,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,147.0,2.0,0.2,14.7,73.5,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,54.0,1.0,0.1,5.4,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
609.0,2431708.0,609.0,60.9,243170.8,3992.9523809523807,1.0,7.0,1.0,0.0,0.0,0.0,normal
5.0,1140.0,5.0,0.5,114.0,228.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,142.0,2.0,0.2,14.2,71.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,178.0,1.0,0.1,17.8,178.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,132.0,2.0,0.2,13.2,66.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,147.0,2.0,0.2,14.7,73.5,1.0,1.0,1.0,0.0,0.0,0.0,normal
19.0,9915.0,19.0,1.9,991.5,521.8421052631579,3.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,54.0,1.0,0.1,5.4,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
15.0,8606.0,15.0,1.5,860.6,573.7333333333333,1.0,5.0,1.0,0.0,0.0,0.0,normal
2.0,142.0,2.0,0.2,14.2,71.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,80.0,1.0,0.1,8.0,80.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,108.0,2.0,0.2,10.8,54.0,2.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,54.0,1.0,0.1,5.4,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,108.0,2.0,0.2,10.8,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,132.0,2.0,0.2,13.2,66.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
5.0,1405.0,5.0,0.5,140.5,281.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
50.0,9380.0,50.0,5.0,938.0,187.6,1.0,10.0,1.0,0.0,0.0,0.0,normal
1.0,54.0,1.0,0.1,5.4,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,142.0,2.0,0.2,14.2,71.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,147.0,2.0,0.2,14.7,73.5,1.0,1.0,1.0,0.0,0.0,0.0,normal
43.0,5580.0,43.0,4.3,558.0,129.7674418604651,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,132.0,2.0,0.2,13.2,66.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,54.0,1.0,0.1,5.4,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
855.0,55167.0,855.0,85.5,5516.7,64.52280701754385,2.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,54.0,1.0,0.1,5.4,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,108.0,2.0,0.2,10.8,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
17.0,5412.0,17.0,1.7,541.2,318.3529411764706,1.0,1.0,1.0,0.0,0.0,0.0,normal
570.0,2480486.0,570.0,57.0,248048.6,4351.729824561404,1.0,8.0,1.0,0.0,0.0,0.0,normal
9.0,6462.0,9.0,0.9,646.2,718.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,142.0,2.0,0.2,14.2,71.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,108.0,2.0,0.2,10.8,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
896.0,57570.0,896.0,89.6,5757.0,64.25223214285714,3.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,171.0,2.0,0.2,17.1,85.5,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,66.0,1.0,0.1,6.6,66.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
563.0,2789756.0,563.0,56.3,278975.6,4955.161634103019,3.0,8.0,0.9982238010657194,0.0017761989342806395,0.0,0.0,normal
1.0,345.0,1.0,0.1,34.5,345.0,1.0,1.0,0.0,1.0,0.0,0.0,normal
2.0,142.0,2.0,0.2,14.2,71.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,147.0,2.0,0.2,14.7,73.5,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,177.0,1.0,0.1,17.7,177.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
5.0,361.0,5.0,0.5,36.1,72.2,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,132.0,2.0,0.2,13.2,66.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
710.0,55461.0,710.0,71.0,5546.1,78.11408450704225,3.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,54.0,1.0,0.1,5.4,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,447.0,2.0,0.2,44.7,223.5,1.0,1.0,1.0,0.0,0.0,0.0,normal
385.0,2150204.0,385.0,38.5,215020.4,5584.945454545455,1.0,6.0,1.0,0.0,0.0,0.0,normal
3.0,239.0,3.0,0.3,23.9,79.66666666666667,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,54.0,1.0,0.1,5.4,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,93.0,1.0,0.1,9.3,93.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
854.0,46838.0,854.0,85.4,4683.8,54.84543325526932,2.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,54.0,1.0,0.1,5.4,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,93.0,1.0,0.1,9.3,93.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
6.0,2015.0,6.0,0.6,201.5,335.8333333333333,1.0,1.0,1.0,0.0,0.0,0.0,normal
629.0,2541387.0,629.0,62.9,254138.7,4040.3608903020668,1.0,8.0,1.0,0.0,0.0,0.0,normal
10.0,3064.0,10.0,1.0,306.4,306.4,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,142.0,2.0,0.2,14.2,71.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,177.0,1.0,0.1,17.7,177.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,132.0,2.0,0.2,13.2,66.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
826.0,55876.0,826.0,82.6,5587.6,67.64648910411623,3.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,54.0,1.0,0.1,5.4,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
499.0,2565001.0,499.0,49.9,256500.1,5140.28256513026,1.0,5.0,1.0,0.0,0.0,0.0,normal
6.0,1656.0,6.0,0.6,165.6,276.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,142.0,2.0,0.2,14.2,71.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,80.0,1.0,0.1,8.0,80.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
173.0,23367.0,173.0,17.3,2336.7,135.0693641618497,2.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,54.0,1.0,0.1,5.4,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
135.0,566277.0,135.0,13.5,56627.7,4194.644444444444,1.0,7.0,1.0,0.0,0.0,0.0,normal
1.0,54.0,1.0,0.1,5.4,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,142.0,2.0,0.2,14.2,71.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,93.0,1.0,0.1,9.3,93.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,177.0,1.0,0.1,17.7,177.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,132.0,2.0,0.2,13.2,66.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,54.0,1.0,0.1,5.4,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
1441.0,84218.0,1441.0,144.1,8421.8,58.4441360166551,2.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,54.0,1.0,0.1,5.4,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
7.0,5771.0,7.0,0.7,577.1,824.4285714285714,1.0,1.0,0.0,1.0,0.0,0.0,normal
14.0,4138.0,14.0,1.4,413.8,295.57142857142856,1.0,1.0,1.0,0.0,0.0,0.0,normal
858.0,4511026.0,858.0,85.8,451102.6,5257.606060606061,1.0,7.0,0.993006993006993,0.006993006993006993,0.0,0.0,normal
11.0,5074.0,11.0,1.1,507.4,461.27272727272725,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,142.0,2.0,0.2,14.2,71.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
893.0,65875.0,893.0,89.3,6587.5,73.76819708846584,3.0,1.0,1.0,0.0,0.0,0.0,normal
12.0,4871.0,12.0,1.2,487.1,405.9166666666667,1.0,1.0,1.0,0.0,0.0,0.0,normal
9.0,2733.0,9.0,0.9,273.3,303.6666666666667,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,171.0,2.0,0.2,17.1,85.5,1.0,1.0,1.0,0.0,0.0,0.0,normal
536.0,2682374.0,536.0,53.6,268237.4,5004.429104477612,1.0,6.0,1.0,0.0,0.0,0.0,normal
2.0,142.0,2.0,0.2,14.2,71.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,93.0,1.0,0.1,9.3,93.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,132.0,2.0,0.2,13.2,66.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
419.0,24384.0,419.0,41.9,2438.4,58.19570405727924,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,54.0,1.0,0.1,5.4,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,1142.0,2.0,0.2,114.2,571.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
242.0,1341713.0,242.0,24.2,134171.3,5544.268595041322,1.0,5.0,1.0,0.0,0.0,0.0,normal
1.0,177.0,1.0,0.1,17.7,177.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,54.0,1.0,0.1,5.4,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
3.0,1240.0,3.0,0.3,124.0,413.3333333333333,1.0,1.0,1.0,0.0,0.0,0.0,normal
13.0,4222.0,13.0,1.3,422.2,324.7692307692308,1.0,4.0,1.0,0.0,0.0,0.0,normal
4.0,1024.0,4.0,0.4,102.4,256.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,142.0,2.0,0.2,14.2,71.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,132.0,2.0,0.2,13.2,66.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
9.0,4302.0,9.0,0.9,430.2,478.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,108.0,2.0,0.2,10.8,54.0,2.0,1.0,1.0,0.0,0.0,0.0,normal
9.0,2733.0,9.0,0.9,273.3,303.6666666666667,1.0,1.0,1.0,0.0,0.0,0.0,normal
31.0,5489.0,31.0,3.1,548.9,177.06451612903226,1.0,8.0,1.0,0.0,0.0,0.0,normal
2.0,132.0,2.0,0.2,13.2,66.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,142.0,2.0,0.2,14.2,71.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,108.0,2.0,0.2,10.8,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,177.0,1.0,0.1,17.7,177.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,80.0,1.0,0.1,8.0,80.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
832.0,47460.0,832.0,83.2,4746.0,57.04326923076923,3.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,54.0,1.0,0.1,5.4,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
6.0,2015.0,6.0,0.6,201.5,335.8333333333333,1.0,1.0,1.0,0.0,0.0,0.0,normal
433.0,2572061.0,433.0,43.3,257206.1,5940.094688221709,2.0,7.0,0.9976905311778291,0.0023094688221709007,0.0,0.0,normal
1.0,489.0,1.0,0.1,48.9,489.0,1.0,1.0,0.0,1.0,0.0,0.0,normal
5.0,1599.0,5.0,0.5,159.9,319.8,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,142.0,2.0,0.2,14.2,71.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,132.0,2.0,0.2,13.2,66.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,54.0,1.0,0.1,5.4,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,54.0,1.0,0.1,5.4,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,54.0,1.0,0.1,5.4,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
5.0,1405.0,5.0,0.5,140.5,281.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
26.0,6125.0,26.0,2.6,612.5,235.57692307692307,1.0,8.0,1.0,0.0,0.0,0.0,normal
8.0,3766.0,8.0,0.8,376.6,470.75,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,142.0,2.0,0.2,14.2,71.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,108.0,2.0,0.2,10.8,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,177.0,1.0,0.1,17.7,177.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
902.0,51713.0,902.0,90.2,5171.3,57.331485587583146,3.0,1.0,1.0,0.0,0.0,0.0,normal
28.0,7571.0,28.0,2.8,757.1,270.39285714285717,2.0,1.0,1.0,0.0,0.0,0.0,normal
17.0,5040.0,17.0,1.7,504.0,296.47058823529414,1.0,1.0,1.0,0.0,0.0,0.0,normal
32.0,10202.0,32.0,3.2,1020.2,318.8125,1.0,1.0,1.0,0.0,0.0,0.0,normal
747.0,2655029.0,747.0,74.7,265502.9,3554.255689424364,1.0,6.0,1.0,0.0,0.0,0.0,normal
2.0,142.0,2.0,0.2,14.2,71.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
22.0,5070.0,22.0,2.2,507.0,230.45454545454547,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,132.0,2.0,0.2,13.2,66.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
14.0,8704.0,14.0,1.4,870.4,621.7142857142857,3.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,54.0,1.0,0.1,5.4,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
9.0,2733.0,9.0,0.9,273.3,303.6666666666667,1.0,1.0,1.0,0.0,0.0,0.0,normal
4.0,625.0,4.0,0.4,62.5,156.25,1.0,1.0,1.0,0.0,0.0,0.0,normal
46.0,7997.0,46.0,4.6,799.7,173.84782608695653,2.0,9.0,0.9565217391304348,0.043478260869565216,0.0,0.0,normal
2.0,212.0,2.0,0.2,21.2,106.0,2.0,1.0,0.0,1.0,0.0,0.0,normal
11.0,5335.0,11.0,1.1,533.5,485.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,142.0,2.0,0.2,14.2,71.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,178.0,1.0,0.1,17.8,178.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
19.0,16779.0,19.0,1.9,1677.9,883.1052631578947,1.0,1.0,1.0,0.0,0.0,0.0,normal
3.0,162.0,3.0,0.3,16.2,54.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
22.0,6794.0,22.0,2.2,679.4,308.8181818181818,1.0,1.0,1.0,0.0,0.0,0.0,normal
51.0,15315.0,51.0,5.1,1531.5,300.29411764705884,2.0,5.0,0.9803921568627451,0.0196078431372549,0.0,0.0,normal
1.0,118.0,1.0,0.1,11.8,118.0,1.0,1.0,0.0,1.0,0.0,0.0,normal
4.0,1045.0,4.0,0.4,104.5,261.25,1.0,1.0,1.0,0.0,0.0,0.0,normal
6.0,389.0,6.0,0.6,38.9,64.83333333333333,1.0,1.0,1.0,0.0,0.0,0.0,normal
2.0,147.0,2.0,0.2,14.7,73.5,1.0,1.0,1.0,0.0,0.0,0.0,normal
1338.0,74865.0,1338.0,133.8,7486.5,55.95291479820628,3.0,1.0,1.0,0.0,0.0,0.0,normal
1.0,230.0,1.0,0.1,23.0,230.0,1.0,1.0,0.0,1.0,0.0,0.0,normal
966.0,3854898.0,966.0,96.6,385489.8,3990.577639751553,2.0,6.0,0.9989648033126294,0.0010351966873706005,0.0,0.0,normal
2.0,142.0,2.0,0.2,14.2,71.0,1.0,1.0,1.0,0.0,0.0,0.0,normal
